id_student,code_module,code_presentation,total_score*weight,attempted_weight,adjusted_mark,mark,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,module_presentation
51955,DDD,2014J,7850.0,200.0,39.2,39.2,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,Y,Distinction,DDD_2014J
52014,DDD,2013B,4424.0,191.0,22.1,22.1,F,Wales,Lower Than A Level,0-10%,35-55,2,120,N,Pass,DDD_2013B
52130,AAA,2013J,7120.0,100.0,54.06408629440281,35.6,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,AAA_2013J
52275,FFF,2014J,475.0,12.5,4.386503067484663,2.4,M,London Region,No Formal quals,0-10%,0-35,0,90,N,Fail,FFF_2014J
52426,BBB,2014B,2572.0,43.0,19.662576687116566,12.9,F,Scotland,Lower Than A Level,70-80%,35-55,1,60,N,Fail,BBB_2014B
52702,GGG,2014J,7166.7,100.0,54.39720812181366,35.8,F,Scotland,Lower Than A Level,20-30%,35-55,0,30,N,Pass,GGG_2014J
52765,AAA,2014J,6150.0,100.0,46.75444162435903,30.8,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,N,Pass,AAA_2014J
52797,BBB,2013J,8043.0,100.0,62.49682741114603,40.2,F,South West Region,Lower Than A Level,30-40%,35-55,1,60,N,Pass,BBB_2013J
52899,BBB,2013B,440.0,6.0,,,F,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,BBB_2013B
52899,BBB,2013J,4239.0,63.0,40.59327411167456,21.2,F,East Midlands Region,Lower Than A Level,50-60%,35-55,1,90,N,Pass,BBB_2013J
53025,AAA,2013J,7900.0,100.0,61.062817258863134,39.5,M,North Region,Post Graduate Qualification,,55<=,0,60,N,Pass,AAA_2013J
53136,FFF,2014B,7100.0,100.0,53.75951776648432,35.5,F,London Region,A Level or Equivalent,30-40%,0-35,1,120,N,Pass,FFF_2014B
53166,FFF,2013J,6575.0,100.0,49.61928934009234,32.9,F,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,FFF_2013J
53197,FFF,2013B,0.0,25.0,0.7898773006134969,0.0,F,North Western Region,No Formal quals,0-10%,0-35,0,60,N,Fail,FFF_2013B
53300,CCC,2014J,13994.0,150.0,93.3,70.0,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,270,N,Distinction,CCC_2014J
53488,DDD,2013B,14768.5,200.0,73.8,73.8,F,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,Distinction,DDD_2013B
53632,DDD,2014B,5152.5,60.0,,,M,Wales,Lower Than A Level,90-100%,0-35,1,60,N,Withdrawn,DDD_2014B
53632,DDD,2014J,6545.0,75.0,36.894171779141104,32.7,M,Wales,Lower Than A Level,90-100%,0-35,2,60,N,Fail,DDD_2014J
53709,FFF,2013B,5725.0,75.0,,,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,FFF_2013B
53709,FFF,2014B,7625.0,100.0,58.64530456851011,38.1,M,Wales,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,FFF_2014B
54062,CCC,2014J,962.0,18.0,,,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,CCC_2014J
54062,EEE,2013J,9032.0,100.0,92.52948885975381,45.2,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction,EEE_2013J
54391,CCC,2014B,373.0,9.0,,,M,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,CCC_2014B
54810,DDD,2014B,1925.0,22.5,,,M,South Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,DDD_2014B
54810,DDD,2014J,11590.0,200.0,58.0,58.0,M,South Region,HE Qualification,40-50%,0-35,1,60,N,Distinction,DDD_2014J
54867,FFF,2014B,925.0,12.5,7.829754601226994,4.6,F,South West Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,FFF_2014B
54882,FFF,2013J,3925.0,100.0,25.66717791411043,19.6,M,Scotland,Lower Than A Level,30-40%,0-35,1,60,N,Fail,FFF_2013J
55013,FFF,2013J,3725.0,75.0,24.708588957055216,18.6,M,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,FFF_2013J
55026,BBB,2013J,5153.0,81.0,42.41116751268805,25.8,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,Y,Pass,BBB_2013J
55104,AAA,2014J,7130.0,100.0,53.902284263946115,35.6,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,AAA_2014J
55419,FFF,2013J,875.0,12.5,,,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Withdrawn,FFF_2013J
55450,FFF,2013B,5525.0,75.0,33.282208588957054,27.6,M,South East Region,A Level or Equivalent,30-40%,35-55,1,120,N,Fail,FFF_2013B
55968,BBB,2014B,2386.0,44.0,18.880368098159508,11.9,F,Wales,Lower Than A Level,10-20,0-35,0,120,N,Fail,BBB_2014B
56637,FFF,2014J,9175.0,100.0,94.01048492790517,45.9,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,90,Y,Distinction,FFF_2014J
56667,FFF,2014J,4900.0,75.0,30.49846625766871,24.5,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,2,120,N,Fail,FFF_2014J
56789,BBB,2013J,6893.0,100.0,52.15101522841479,34.5,F,South East Region,A Level or Equivalent,60-70%,35-55,1,60,N,Pass,BBB_2013J
57079,BBB,2013J,5290.0,82.0,32.16257668711656,26.4,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,BBB_2013J
57227,DDD,2013J,13125.0,180.0,72.9,65.6,F,North Western Region,Lower Than A Level,60-70%,0-35,1,160,N,Distinction,DDD_2013J
57285,BBB,2014J,6620.0,100.0,49.91751269034586,33.1,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB_2014J
57340,CCC,2014B,5223.0,75.0,42.65862944162183,26.1,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,CCC_2014B
57506,AAA,2013J,7400.0,100.0,56.59898477155775,37.0,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,AAA_2013J
57818,DDD,2013J,17355.0,200.0,86.8,86.8,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,DDD_2013J
57844,FFF,2013J,7825.0,100.0,60.40926395937137,39.1,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,FFF_2013J
58071,AAA,2014J,7490.0,100.0,57.163705583739954,37.4,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,AAA_2014J
58089,BBB,2013B,475.0,6.0,4.302147239263804,2.4,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,2,90,N,Fail,BBB_2013B
58316,AAA,2014J,7290.0,100.0,55.3585025380564,36.4,F,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,AAA_2014J
58549,FFF,2013B,9325.0,100.0,96.27785058976521,46.6,M,North Region,A Level or Equivalent,,0-35,0,120,N,Distinction,FFF_2013B
58617,DDD,2014B,3802.5,100.0,25.038343558282207,19.0,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,DDD_2014B
58640,FFF,2013J,6175.0,100.0,46.84327411166859,30.9,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,Y,Pass,FFF_2013J
58653,BBB,2014J,6810.0,100.0,51.278553299481615,34.0,F,North Western Region,Lower Than A Level,80-90%,35-55,1,120,N,Pass,BBB_2014J
58731,DDD,2014J,10025.0,200.0,50.1,50.1,F,South West Region,A Level or Equivalent,40-50%,0-35,1,110,Y,Distinction,DDD_2014J
58873,AAA,2013J,7370.0,100.0,55.97398477155835,36.8,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,AAA_2013J
58884,FFF,2014J,9075.0,100.0,92.73918741807613,45.4,M,South Region,A Level or Equivalent,40-50%,35-55,0,90,Y,Distinction,FFF_2014J
59185,AAA,2013J,8080.0,100.0,62.64593908627279,40.4,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,AAA_2013J
59272,BBB,2014J,6685.0,100.0,50.32677664973633,33.4,F,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,BBB_2014J
59275,DDD,2013J,3035.0,60.0,21.633435582822084,15.2,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Fail,DDD_2013J
59370,DDD,2013J,12235.0,200.0,61.2,61.2,M,Ireland,A Level or Equivalent,0-10%,35-55,0,180,N,Distinction,DDD_2013J
59541,CCC,2014B,80.0,2.0,,,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Withdrawn,CCC_2014B
59725,BBB,2014B,8431.0,100.0,81.79554390563027,42.2,F,Wales,HE Qualification,40-50%,35-55,0,120,N,Distinction,BBB_2014B
60135,DDD,2013B,8325.0,170.0,49.0,41.6,F,West Midlands Region,A Level or Equivalent,,0-35,0,60,N,Distinction,DDD_2013B
60162,GGG,2014J,6266.7,100.0,47.31598984770875,31.3,F,London Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,GGG_2014J
60405,GGG,2013J,7933.3,100.0,77.30013106159562,39.7,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,30,N,Distinction,GGG_2013J
60416,BBB,2014B,7320.0,100.0,55.532994923843034,36.6,F,East Anglian Region,Lower Than A Level,60-70%,0-35,1,60,N,Pass,BBB_2014B
60519,FFF,2013B,1750.0,25.0,,,F,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,FFF_2013B
60809,CCC,2014J,11333.0,150.0,75.6,56.7,M,South East Region,Lower Than A Level,90-100%,0-35,0,120,N,Distinction,CCC_2014J
60809,EEE,2014J,8680.0,100.0,67.04631979692849,43.4,M,South East Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,EEE_2014J
60830,BBB,2014B,6009.0,82.0,45.76459390862394,30.0,F,South Region,HE Qualification,60-70%,0-35,0,120,N,Pass,BBB_2014B
61227,CCC,2014J,1644.0,25.0,40.01586294416242,8.2,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,Y,Pass,CCC_2014J
61236,CCC,2014J,112.0,2.0,,,M,South West Region,HE Qualification,50-60%,35-55,0,110,N,Withdrawn,CCC_2014J
61352,BBB,2014J,0.0,0.0,,,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,2,60,N,Withdrawn,BBB_2014J
61911,DDD,2014B,3967.5,47.5,25.93558282208589,19.8,M,Wales,Lower Than A Level,50-60%,0-35,0,180,N,Fail,DDD_2014B
62034,EEE,2014J,5572.0,72.0,43.90545685278815,27.9,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,EEE_2014J
62155,AAA,2013J,7640.0,100.0,58.765862944144516,38.2,F,North Western Region,HE Qualification,50-60%,0-35,0,60,N,Pass,AAA_2013J
62278,CCC,2014B,4523.0,70.0,28.987730061349694,22.6,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,40,N,Fail,CCC_2014B
62487,AAA,2014J,7060.0,100.0,53.53743654821042,35.3,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,AAA_2014J
62631,BBB,2013B,4399.0,62.0,28.328220858895705,22.0,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,BBB_2013B
62975,GGG,2013J,4333.3,66.7,28.029141104294478,21.7,M,South Region,Lower Than A Level,,35-55,0,30,N,Fail,GGG_2013J
63015,DDD,2014J,12250.0,200.0,61.2,61.2,F,East Anglian Region,Lower Than A Level,70-80%,35-55,1,60,N,Distinction,DDD_2014J
63044,BBB,2013J,2535.0,43.0,19.54754601226994,12.7,F,London Region,Lower Than A Level,20-30%,0-35,1,120,N,Fail,BBB_2013J
63112,EEE,2013J,8688.0,100.0,66.98604060911128,43.4,M,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,EEE_2013J
63112,FFF,2014J,2375.0,50.0,,,M,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,FFF_2014J
63165,AAA,2014J,5210.0,100.0,42.5634517766473,26.0,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,AAA_2014J
63295,FFF,2013J,4775.0,75.0,41.513324873095,23.9,M,South Region,HE Qualification,90-100%,35-55,0,150,N,Pass,FFF_2013J
63371,CCC,2014J,10701.0,150.0,71.3,53.5,M,Ireland,Lower Than A Level,,0-35,0,30,N,Distinction,CCC_2014J
63400,AAA,2013J,7120.0,100.0,53.94987309643338,35.6,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Pass,AAA_2013J
63467,BBB,2014J,7710.0,100.0,59.46383248729106,38.6,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,BBB_2014J
63566,DDD,2013J,10182.5,200.0,50.9,50.9,M,South East Region,HE Qualification,70-80%,55<=,0,120,N,Distinction,DDD_2013J
63721,BBB,2014B,6862.0,82.0,71.97903014416686,34.3,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,Y,Distinction,BBB_2014B
63827,DDD,2014J,1925.0,25.0,,,M,South West Region,Lower Than A Level,40-50%,0-35,1,60,N,Withdrawn,DDD_2014J
63856,DDD,2013J,7992.5,200.0,40.0,40.0,M,Scotland,A Level or Equivalent,60-70%,35-55,1,60,N,Distinction,DDD_2013J
63949,GGG,2014J,7700.0,100.0,59.34644670048914,38.5,F,Ireland,Lower Than A Level,30-40%,0-35,0,30,N,Pass,GGG_2014J
64275,BBB,2014B,6763.0,99.0,50.84708121826375,33.8,F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,60,Y,Pass,BBB_2014B
64296,CCC,2014B,948.0,11.0,7.9371165644171775,4.7,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,CCC_2014B
64296,EEE,2014B,4244.0,44.0,27.507668711656443,21.2,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,EEE_2014B
64388,FFF,2013J,4375.0,75.0,28.113496932515336,21.9,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,FFF_2013J
64427,FFF,2014J,8450.0,100.0,81.87418086500114,42.2,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,FFF_2014J
64450,DDD,2014B,9527.5,200.0,47.6,47.6,M,West Midlands Region,Lower Than A Level,30-40%,0-35,1,120,N,Distinction,DDD_2014B
64767,DDD,2014B,4157.5,60.0,,,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,DDD_2014B
64901,GGG,2014B,5733.3,100.0,44.56535532994488,28.7,M,London Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,GGG_2014B
65002,AAA,2013J,2020.0,30.0,,,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,AAA_2013J
65002,AAA,2014J,2020.0,30.0,16.894171779141104,10.1,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Fail,AAA_2014J
65656,FFF,2013B,6375.0,100.0,48.105964466997335,31.9,M,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,150,N,Pass,FFF_2013B
66047,DDD,2013J,430.0,10.0,,,F,North Western Region,HE Qualification,0-10%,0-35,4,90,Y,Withdrawn,DDD_2013J
66254,CCC,2014B,5041.0,70.0,31.180981595092025,25.2,F,Ireland,A Level or Equivalent,,0-35,0,30,N,Fail,CCC_2014B
66451,FFF,2013J,7750.0,100.0,59.847715736021655,38.8,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,FFF_2013J
66577,DDD,2013J,3325.0,40.0,22.875766871165645,16.6,F,North Western Region,HE Qualification,10-20,0-35,1,60,N,Fail,DDD_2013J
66579,DDD,2013B,2083.0,37.5,17.323619631901842,10.4,M,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,DDD_2013B
66713,EEE,2013J,7524.0,100.0,57.81408629439923,37.6,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,EEE_2013J
66892,FFF,2014J,825.0,12.5,,,M,London Region,A Level or Equivalent,20-30%,0-35,1,60,N,Withdrawn,FFF_2014J
67182,GGG,2013J,7166.7,100.0,54.26078680201684,35.8,F,South Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,GGG_2013J
67471,DDD,2013J,11815.0,200.0,59.1,59.1,F,London Region,Lower Than A Level,20-30%,0-35,2,60,N,Distinction,DDD_2013J
67505,DDD,2013J,3952.5,60.0,25.80521472392638,19.8,F,North Region,A Level or Equivalent,,35-55,1,60,N,Fail,DDD_2013J
67539,EEE,2014J,6492.0,100.0,49.076776649737525,32.5,M,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Pass,EEE_2014J
67602,DDD,2013B,9342.5,200.0,46.7,46.7,M,Ireland,Lower Than A Level,30-40%,0-35,1,60,N,Distinction,DDD_2013B
67685,EEE,2014J,8172.0,100.0,63.55647208119578,40.9,M,South Region,A Level or Equivalent,10-20,0-35,0,180,N,Pass,EEE_2014J
67781,DDD,2014B,15885.0,200.0,79.4,79.4,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,DDD_2014B
67785,DDD,2013B,9548.5,182.0,52.5,47.7,F,London Region,Lower Than A Level,20-30%,0-35,0,120,Y,Distinction,DDD_2013B
67986,FFF,2014B,900.0,12.5,,,F,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,FFF_2014B
68011,DDD,2013J,1835.0,22.5,,,M,London Region,A Level or Equivalent,90-100%,0-35,0,180,N,Withdrawn,DDD_2013J
68107,FFF,2013J,9050.0,100.0,68.58502538068336,45.2,F,London Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass,FFF_2013J
68208,FFF,2013B,5525.0,100.0,33.25153374233129,27.6,M,Scotland,HE Qualification,70-80%,35-55,2,270,N,Fail,FFF_2013B
68376,DDD,2013J,12145.0,180.0,67.5,60.7,M,Yorkshire Region,HE Qualification,90-100%,0-35,0,60,N,Distinction,DDD_2013J
68417,DDD,2014J,13405.0,200.0,67.0,67.0,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,DDD_2014J
68556,BBB,2013J,2789.0,42.0,20.506134969325153,13.9,F,South East Region,HE Qualification,70-80%,0-35,0,60,N,Fail,BBB_2013J
69346,FFF,2013J,950.0,12.5,,,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,FFF_2013J
69439,FFF,2014J,1600.0,25.0,,,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,FFF_2014J
69491,DDD,2013B,11275.5,200.0,56.4,56.4,F,East Anglian Region,Lower Than A Level,80-90%,0-35,4,60,N,Distinction,DDD_2013B
69494,CCC,2014B,0.0,2.0,,,F,Yorkshire Region,No Formal quals,20-30%,0-35,0,80,N,Withdrawn,CCC_2014B
69494,CCC,2014J,558.0,26.0,,,F,Yorkshire Region,No Formal quals,20-30%,0-35,1,150,N,Withdrawn,CCC_2014J
69703,CCC,2014B,11299.0,150.0,75.3,56.5,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Distinction,CCC_2014B
70011,AAA,2014J,8130.0,100.0,63.01078680200848,40.6,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,AAA_2014J
70214,CCC,2014J,66.0,2.0,,,M,Wales,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn,CCC_2014J
70214,EEE,2013J,4680.0,100.0,41.294416243653586,23.4,M,Wales,Lower Than A Level,70-80%,0-35,0,120,N,Pass,EEE_2013J
70381,CCC,2014B,11926.0,150.0,79.5,59.6,M,Scotland,HE Qualification,30-40%,35-55,0,30,N,Distinction,CCC_2014B
70464,AAA,2013J,5350.0,100.0,43.058375634514846,26.8,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,AAA_2013J
70495,CCC,2014J,13397.0,150.0,89.3,67.0,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Distinction,CCC_2014J
70495,FFF,2013J,8775.0,100.0,87.70642201834055,43.9,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Distinction,FFF_2013J
70537,EEE,2014B,8072.0,100.0,62.59517766495304,40.4,M,London Region,Lower Than A Level,10-20,35-55,0,120,N,Pass,EEE_2014B
70569,BBB,2014J,6890.0,100.0,51.89086294415108,34.4,F,Wales,Lower Than A Level,0-10%,0-35,3,60,N,Pass,BBB_2014J
70608,BBB,2013B,7795.0,100.0,76.6186107470481,39.0,F,South East Region,HE Qualification,70-80%,35-55,0,240,N,Distinction,BBB_2013B
70771,CCC,2014B,100.0,2.0,,,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,CCC_2014B
70827,EEE,2014J,992.0,16.0,,,M,East Midlands Region,HE Qualification,30-40%,0-35,0,210,N,Withdrawn,EEE_2014J
71159,FFF,2014J,5700.0,100.0,44.47017766497035,28.5,M,North Region,Lower Than A Level,,35-55,0,60,N,Pass,FFF_2014J
71209,DDD,2013J,10010.0,200.0,50.0,50.0,M,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Distinction,DDD_2013J
71252,FFF,2013J,7725.0,100.0,59.42893401013373,38.6,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,Y,Pass,FFF_2013J
71361,AAA,2013J,7970.0,100.0,61.57677664972559,39.8,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,AAA_2013J
71504,BBB,2014J,7690.0,100.0,59.1719543147025,38.4,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,BBB_2014J
71578,FFF,2013B,5850.0,75.0,44.99048223349777,29.2,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,FFF_2013B
71676,DDD,2014J,10675.0,200.0,53.4,53.4,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Distinction,DDD_2014J
71723,CCC,2014J,3309.0,48.0,22.73006134969325,16.5,M,North Western Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail,CCC_2014J
71723,DDD,2014B,1760.0,40.0,14.64723926380368,8.8,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,DDD_2014B
72114,FFF,2014B,8500.0,100.0,66.034263959366,42.5,M,North Region,A Level or Equivalent,40-50%,0-35,1,120,Y,Pass,FFF_2014B
72400,BBB,2014B,7659.0,100.0,75.76671035386369,38.3,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Distinction,BBB_2014B
72609,CCC,2014J,6337.0,150.0,31.7,31.7,F,Wales,Lower Than A Level,50-60%,35-55,0,120,N,Pass,CCC_2014J
72693,FFF,2013B,7425.0,100.0,56.75444162434948,37.1,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,140,Y,Pass,FFF_2013B
72864,FFF,2013J,5075.0,75.0,42.138324873094405,25.4,F,Yorkshire Region,Lower Than A Level,10-20,35-55,2,60,N,Pass,FFF_2013J
73019,DDD,2014J,7905.0,200.0,39.5,39.5,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Distinction,DDD_2014J
73489,BBB,2013J,7091.0,100.0,53.81662436546904,35.5,F,South Region,HE Qualification,80-90%,0-35,0,120,N,Pass,BBB_2013J
73584,BBB,2014J,550.0,10.0,,,F,South West Region,Lower Than A Level,30-40%,0-35,1,60,N,Withdrawn,BBB_2014J
73664,DDD,2014J,450.0,30.0,4.0107361963190185,2.2,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,DDD_2014J
73874,BBB,2014J,2210.0,30.0,,,F,Wales,Lower Than A Level,90-100%,35-55,2,60,N,Withdrawn,BBB_2014J
74113,FFF,2013B,3725.0,75.0,24.716257668711656,18.6,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,FFF_2013B
74165,FFF,2014J,8150.0,100.0,63.29631979693207,40.8,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,FFF_2014J
74290,CCC,2014B,20.0,2.0,,,M,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,CCC_2014B
74290,CCC,2014J,20.0,2.0,,,M,Scotland,Lower Than A Level,10-20,0-35,1,30,N,Withdrawn,CCC_2014J
74372,AAA,2013J,3280.0,70.0,22.707055214723926,16.4,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,150,N,Fail,AAA_2013J
74502,DDD,2013J,10657.5,180.0,59.2,53.3,F,Wales,Lower Than A Level,60-70%,0-35,0,120,N,Distinction,DDD_2013J
74521,FFF,2014B,5300.0,87.5,42.902918781723116,26.5,M,North Region,HE Qualification,0-10%,35-55,0,120,N,Pass,FFF_2014B
74524,FFF,2014B,1075.0,12.5,9.256134969325153,5.4,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,120,Y,Fail,FFF_2014B
74585,BBB,2013J,8713.0,100.0,86.72346002620469,43.6,F,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,BBB_2013J
74695,BBB,2013B,7534.0,82.0,75.3604193971142,37.7,F,North Region,Lower Than A Level,40-50%,0-35,0,90,N,Distinction,BBB_2013B
74734,BBB,2013B,7466.0,99.0,57.097081218257784,37.3,F,North Western Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass,BBB_2013B
75091,AAA,2013J,6580.0,100.0,49.61611675125985,32.9,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,AAA_2013J
75107,FFF,2014J,9350.0,100.0,96.6579292267244,46.8,M,North Region,Lower Than A Level,,35-55,0,60,N,Distinction,FFF_2014J
75255,AAA,2014J,8300.0,100.0,64.50824873094106,41.5,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,AAA_2014J
75399,BBB,2013B,5137.0,82.0,42.34771573603837,25.7,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,BBB_2013B
75427,DDD,2014J,11355.0,200.0,56.8,56.8,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,DDD_2014J
75454,CCC,2014B,10834.0,150.0,72.2,54.2,M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,N,Distinction,CCC_2014B
75728,CCC,2014B,609.0,9.0,5.191717791411043,3.0,F,South West Region,HE Qualification,30-40%,35-55,0,30,N,Fail,CCC_2014B
76081,DDD,2014B,2785.0,40.0,,,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,150,Y,Withdrawn,DDD_2014B
76081,DDD,2014J,12715.0,200.0,63.6,63.6,F,East Midlands Region,Lower Than A Level,60-70%,0-35,1,150,Y,Distinction,DDD_2014J
76536,DDD,2013B,1028.5,15.5,8.650306748466258,5.1,F,West Midlands Region,Lower Than A Level,60-70%,0-35,1,120,N,Fail,DDD_2013B
76579,EEE,2013J,1104.0,16.0,,,F,Yorkshire Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn,EEE_2013J
76579,EEE,2014J,4044.0,72.0,40.352157360405755,20.2,F,Yorkshire Region,HE Qualification,10-20,0-35,1,120,N,Pass,EEE_2014J
76949,CCC,2014J,12020.0,150.0,80.1,60.1,M,London Region,HE Qualification,50-60%,35-55,0,30,N,Distinction,CCC_2014J
77241,DDD,2013J,1622.5,40.0,,,M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,DDD_2013J
77367,AAA,2013J,6950.0,100.0,52.56662436547023,34.8,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,AAA_2013J
77692,FFF,2014J,8025.0,100.0,62.09708121825301,40.1,M,Wales,HE Qualification,50-60%,35-55,0,60,N,Pass,FFF_2014J
